"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-03-31 ~ 2026-03-30"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 60㎡초과~85㎡이하"
"금액선택 : 95000 ~ 115000 만원"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"126","경기도 화성시 동탄구 영천동","665","0665","0000","동탄역센트럴자이(A-10)","72.9251","202603","07","100,000","-","8","개인","개인","2015"," 30","-","중개거래","경기 화성시 동탄구","-"
"127","경기도 화성시 동탄구 산척동","699","0699","0000","동탄 더샵 레이크에듀타운","84.9753","202603","07","97,000","-","21","개인","개인","2019"," 20","-","중개거래","경기 화성시 동탄구","-"
"128","경기도 용인시 수지구 상현동","85-6","0085","0006","서원마을현대홈타운","84.8518","202603","07","104,000","-","14","개인","개인","2001","포은대로 231","-","중개거래","경기 용인시 수지구","-"
"129","경기도 수원시 영통구 망포동","725","0725","0000","영통SKVIEW","84.4619","202603","06","96,800","-","13","개인","개인","2016","영통로200번길 112","-","중개거래","경기 수원시 영통구","-"
"130","경기도 용인시 수지구 동천동","가-","0000","0000","동천자이","84.9554","202603","06","105,000","-","17","개인","개인","2018","고기로 89","-","중개거래","경기 용인시 수지구","-"
"131","경기도 용인시 수지구 동천동","산151-2","0151","0002","더샵동천이스트포레","78.2273","202603","06","111,000","-","25","개인","개인","2020","수풍로 89","-","중개거래","경기 용인시 수지구","-"
"132","경기도 부천시 원미구 중동","1301","1301","0000","힐스테이트중동","84.9793","202603","06","108,500","-","30","개인","개인","2022","길주로 234","-","중개거래","경기 부천시 원미구","-"
"133","경기도 화성시 동탄구 여울동","985","0985","0000","동탄역파라곤","79.8807","202603","06","109,800","-","30","개인","개인","2021"," 393-20","-","중개거래","경기 화성시 동탄구","-"
"134","경기도 수원시 영통구 이의동","1200","1200","0000","광교2차e편한세상","84.6861","202603","06","108,000","-","10","개인","개인","2011","웰빙타운로 50","-","중개거래","경기 수원시 영통구","-"
"135","경기도 남양주시 다산동","6031","6031","0000","다산아이파크","84.9500","202603","06","96,000","2405동","15","개인","개인","2017","다산순환로 333","-","중개거래","경기 남양주시","26.03.20"
"136","경기도 남양주시 다산동","6029","6029","0000","다산롯데캐슬","84.9900","202603","06","98,300","-","15","개인","개인","2017","다산중앙로146번길 7","-","중개거래","경기 남양주시","-"
"137","경기도 광명시 하안동","864","0864","0000","이편한세상센트레빌","84.9810","202603","06","112,000","-","25","개인","개인","2010","오리로 801","-","중개거래","경기 광명시","-"
"138","경기도 하남시 선동","453","0453","0000","미사강변도시 베라체","84.8600","202603","06","109,000","-","19","개인","개인","2015","풍산로 270","-","중개거래","경기 하남시","-"
"139","경기도 화성시 동탄구 청계동","520","0520","0000","동탄역 시범한화 꿈에그린 프레스티지","84.8900","202603","06","114,000","-","1","개인","개인","2015"," 20","-","중개거래","경기 화성시 동탄구","-"
"140","경기도 화성시 동탄구 여울동","972","0972","0000","동탄역 반도유보라 아이비파크6.0","84.9885","202603","06","114,000","-","18","개인","개인","2017"," 479-12","-","중개거래","경기 화성시 동탄구","-"
"141","경기도 화성시 동탄구 여울동","971","0971","0000","동탄역반도유보라아이비파크7.0","73.6524","202603","06","105,000","-","3","개인","개인","2019"," 63","-","중개거래","경기 화성시 동탄구","-"
"142","경기도 용인시 수지구 동천동","가-","0000","0000","동천자이","84.7646","202603","05","114,000","-","31","개인","개인","2018","고기로 89","-","중개거래","경기 용인시 수지구","-"
"143","경기도 안양시 동안구 평촌동","897-5","0897","0005","초원한양","84.9000","202603","05","98,250","-","18","개인","개인","1993","부림로 80","-","중개거래","경기 안양시 동안구","-"
"144","경기도 군포시 산본동","1240","1240","0000","래미안하이어스","84.9500","202603","05","106,000","-","19","개인","개인","2010","금산로 91","-","중개거래","경기 군포시","-"
"145","경기도 하남시 풍산동","573","0573","0000","신안인스빌","84.3282","202603","05","115,000","-","13","개인","개인","2019","미사강변동로 19","-","중개거래","경기 하남시","-"
"146","경기도 안양시 동안구 호계동","1055","1055","0000","무궁화한양","84.9000","202603","05","98,000","-","17","개인","개인","1992","동안로 35","-","중개거래","경기 안양시 동안구","-"
"147","경기도 화성시 동탄구 영천동","665","0665","0000","동탄역센트럴자이(A-10)","84.8131","202603","05","101,000","-","11","개인","개인","2015"," 30","-","중개거래","경기 화성시 동탄구","-"
"148","경기도 안양시 동안구 비산동","1177","1177","0000","평촌래미안푸르지오","68.9900","202603","05","112,000","-","22","개인","개인","2022","경수대로884번길 12","-","직거래","-","-"
"149","경기도 수원시 영통구 망포동","766","0766","0000","영통아이파크캐슬1단지","84.6900","202603","05","112,000","-","5","개인","개인","2019","덕영대로 1410","-","중개거래","경기 수원시 영통구","-"
"150","경기도 안양시 만안구 안양동","1393","1393","0000","래미안안양메가트리아","84.7000","202603","05","104,700","-","9","개인","개인","2016","안양천서로 177","-","중개거래","경기 안양시 만안구","-"
"151","경기도 하남시 망월동","946","0946","0000","미사강변 파크뷰","74.9600","202603","05","109,500","-","19","개인","개인","2015","미사강변동로 177","-","중개거래","경기 하남시","-"
"152","경기도 고양시 덕양구 덕은동","658","0658","0000","DMC한강숲중흥S-CLASS","84.9693","202603","05","109,000","-","13","개인","개인","2022","대덕산로 123","20260306","중개거래","경기 고양시 덕양구","-"
"153","경기도 고양시 덕양구 덕은동","658","0658","0000","DMC한강숲중흥S-CLASS","84.9693","202603","05","109,000","-","13","개인","개인","2022","대덕산로 123","-","중개거래","경기 고양시 덕양구","-"
"154","경기도 화성시 동탄구 청계동","533","0533","0000","동탄역시범반도유보라아이비파크1.0","84.9885","202603","04","104,500","-","4","개인","개인","2015"," 168","-","중개거래","경기 화성시 동탄구","-"
"155","경기도 남양주시 다산동","6029","6029","0000","다산롯데캐슬","84.9700","202603","04","98,500","-","11","개인","개인","2017","다산중앙로146번길 7","-","중개거래","경기 남양주시","-"
"156","경기도 용인시 수지구 동천동","914","0914","0000","동천디이스트","84.9110","202603","04","108,000","-","3","개인","개인","2007","동천로 64","-","중개거래","경기 용인시 수지구","-"
"157","경기도 고양시 덕양구 덕은동","593","0593","0000","DMC자이더포레리버뷰","84.9900","202603","04","103,000","-","5","개인","개인","2022","대덕산로 21","-","중개거래","경기 고양시 덕양구","-"
"158","경기도 고양시 덕양구 덕은동","679","0679","0000","DMC한강자이더헤리티지","84.8288","202603","04","102,500","-","1","개인","개인","2022","대덕산로 20","-","중개거래","경기 고양시 덕양구","-"
"159","경기도 하남시 풍산동","565","0565","0000","미사강변아란티움","74.9900","202603","04","105,000","2504동","20","개인","개인","2018","미사강변중앙로 120","-","중개거래","경기 하남시","26.03.16"
"160","경기도 화성시 동탄구 산척동","699","0699","0000","동탄 더샵 레이크에듀타운","84.9753","202603","04","97,000","-","12","개인","개인","2019"," 20","-","중개거래","경기 화성시 동탄구","-"
"161","경기도 용인시 수지구 풍덕천동","1183","1183","0000","정자뜰마을태영데시앙1차","84.6580","202603","04","114,500","-","5","개인","개인","2004","수지로 166","-","중개거래","경기 용인시 수지구","-"
"162","경기도 성남시 분당구 야탑동","517","0517","0000","탑마을(벽산)","69.8700","202603","04","110,000","-","1","개인","개인","1994","야탑로 124","-","중개거래","경기 성남시 분당구","-"
"163","경기도 성남시 분당구 대장동","592","0592","0000","판교퍼스트힐푸르지오1단지","84.8500","202603","04","110,000","-","6","개인","개인","2021","판교대장로7길 69","-","직거래","-","-"
"164","경기도 용인시 기흥구 구갈동","661","0661","0000","기흥역더샵","84.9810","202603","04","97,000","-","20","개인","개인","2018","기흥역로58번길 78","-","중개거래","경기 용인시 기흥구","-"
"165","경기도 하남시 덕풍동","823","0823","0000","하남풍산아이파크(1단지)","84.9660","202603","03","105,000","-","4","개인","개인","2008","덕풍남로 11","-","중개거래","경기 하남시, 서울 강동구","-"
"166","경기도 광명시 철산동","449","0449","0000","주공12","61.3800","202603","03","115,000","-","5","개인","개인","1986","디지털로 63","-","중개거래","경기 광명시","-"
"167","경기도 수원시 영통구 이의동","1200","1200","0000","광교2차e편한세상","84.3163","202603","03","105,000","-","3","개인","개인","2011","웰빙타운로 50","-","중개거래","경기 수원시 영통구","-"
"168","경기도 용인시 기흥구 보정동","878-18","0878","0018","성호샤인힐즈아파트","84.9830","202603","03","95,000","-","8","개인","개인","2005","이현로29번길 72-1","-","중개거래","경기 용인시 기흥구","-"
"169","경기도 하남시 풍산동","565","0565","0000","미사강변아란티움","84.9900","202603","03","115,000","2501동","28","개인","개인","2018","미사강변중앙로 120","-","중개거래","경기 하남시","26.03.17"
"170","경기도 고양시 덕양구 덕은동","593","0593","0000","DMC자이더포레리버뷰","84.9961","202603","03","104,500","-","3","개인","개인","2022","대덕산로 21","-","중개거래","경기 고양시 덕양구","-"
"171","경기도 용인시 수지구 상현동","853","0853","0000","광교상현마을현대","79.3360","202603","03","98,000","-","9","개인","개인","2001","상현로 2","-","중개거래","경기 용인시 수지구","-"
"172","경기도 수원시 영통구 이의동","1200","1200","0000","광교2차e편한세상","84.6861","202603","03","109,000","-","7","개인","개인","2011","웰빙타운로 50","-","중개거래","경기 수원시 영통구","-"
"173","경기도 용인시 수지구 상현동","85-6","0085","0006","서원마을현대홈타운","84.8518","202603","03","101,000","-","5","개인","개인","2001","포은대로 231","-","중개거래","경기 용인시 수지구","-"
"174","경기도 안양시 만안구 안양동","1393","1393","0000","래미안안양메가트리아","84.7000","202603","02","105,000","-","17","개인","개인","2016","안양천서로 177","-","중개거래","경기 안양시 만안구","-"
"175","경기도 남양주시 다산동","6133","6133","0000","다산 이편한세상자이","84.8800","202603","02","98,000","-","5","개인","개인","2018","다산중앙로81번길 25","-","중개거래","경기 남양주시","-"
"176","경기도 화성시 동탄구 영천동","662","0662","0000","동탄역센트럴상록아파트","72.3500","202603","02","98,500","-","15","개인","개인","2017"," 9","-","중개거래","경기 화성시 동탄구","-"
"177","경기도 안양시 동안구 호계동","1296","1296","0000","평촌어바인퍼스트","84.6000","202603","02","102,000","-","1","개인","개인","2021","경수대로 581","-","중개거래","경기 안양시 동안구","-"
"178","경기도 화성시 동탄구 청계동","533","0533","0000","동탄역시범반도유보라아이비파크1.0","84.9885","202603","02","107,700","-","14","개인","개인","2015"," 168","-","중개거래","경기 화성시 동탄구","-"
"179","경기도 안양시 동안구 비산동","1185","1185","0000","평촌자이아이파크","84.9890","202603","02","110,000","-","29","개인","개인","2021","비산로 22","-","중개거래","경기 안양시 동안구","-"
"180","경기도 화성시 동탄구 여울동","972","0972","0000","동탄역 반도유보라 아이비파크6.0","74.3629","202603","02","106,000","-","28","개인","개인","2017"," 479-12","-","중개거래","경기 , 경기 화성시 동탄구","-"
"181","경기도 용인시 수지구 상현동","853","0853","0000","광교상현마을현대","79.3360","202603","02","99,000","-","12","개인","개인","2001","상현로 2","-","중개거래","경기 용인시 수지구","-"
"182","경기도 용인시 수지구 동천동","가-","0000","0000","한화포레나수지동천","74.8100","202603","01","102,000","-","25","개인","개인","2022","고기로45번길 40","-","중개거래","경기 용인시 수지구","-"
"183","경기도 군포시 산본동","1240","1240","0000","래미안하이어스","84.9500","202603","01","107,000","-","17","개인","개인","2010","금산로 91","-","중개거래","경기 군포시","-"
"184","경기도 부천시 원미구 중동","1301","1301","0000","힐스테이트중동","84.9597","202603","01","109,000","-","31","개인","개인","2022","길주로 234","-","직거래","-","-"
"185","경기도 화성시 동탄구 청계동","532","0532","0000","동탄역시범예미지아파트","84.8000","202603","01","100,000","1008","4","개인","개인","2015"," 192","-","중개거래","경기 화성시 동탄구","26.03.03"
"186","경기도 남양주시 다산동","6133","6133","0000","다산 이편한세상자이","84.8800","202603","01","101,500","-","29","개인","개인","2018","다산중앙로81번길 25","-","중개거래","경기 남양주시","-"
"187","경기도 고양시 덕양구 지축동","904","0904","0000","지축역센트럴푸르지오","84.8637","202602","28","103,000","-","11","개인","개인","2019","지축로 55","-","중개거래","경기 고양시 덕양구","-"
"188","경기도 성남시 수정구 고등동","585","0585","0000","판교밸리자이2단지","60.9892","202602","28","104,500","-","7","개인","개인","2023","대왕판교로 981","-","중개거래","경기 성남시 수정구","-"
"189","경기도 성남시 중원구 도촌동","700","0700","0000","LH동분당센트럴파크","84.9900","202602","28","104,500","-","6","개인","개인","2010","도촌남로 22","-","중개거래","경기 성남시 중원구","-"
"190","경기도 용인시 기흥구 보정동","878-18","0878","0018","성호샤인힐즈아파트","84.9830","202602","28","97,500","-","2","개인","개인","2005","이현로29번길 72-14","-","중개거래","경기 용인시 기흥구, 경기 용인시 수지구","-"
"191","경기도 하남시 신장동","593","0593","0000","하남유시티대명루첸리버파크","74.3400","202602","28","99,000","-","4","개인","개인","2018","하남유니온로 30","-","중개거래","경기 하남시","-"
"192","경기도 광명시 하안동","864","0864","0000","이편한세상센트레빌","84.9810","202602","28","111,500","-","2","개인","개인","2010","오리로 801","-","중개거래","경기 광명시","-"
"193","경기도 남양주시 다산동","6215","6215","0000","다산 펜테리움 리버테라스 Ⅰ","84.9301","202602","28","98,500","-","30","개인","개인","2018","다산지금로145번길 15","-","중개거래","경기 남양주시","-"
"194","경기도 용인시 기흥구 구갈동","662","0662","0000","기흥역센트럴푸르지오","84.7616","202602","28","96,700","-","39","개인","개인","2018","기흥역로58번길 10","-","중개거래","경기 용인시 기흥구","-"
